1.匿名的用户 ID ,2.使用者的当前位置信息 ,3.使用者的上车位置信息 ,4.使用者的下车位置信息 ,5.使用者的出发地位置信息(订单里面设定的出发地) ,6.结果对象信息 ,7.订单发起时间 ,8.订单结束时间 
17592278486856,"123.395646,41.792683","123.39588619406,41.793352274433","123.40103119984,41.748386842582","胜利|麦当劳(沈阳站西广场店)对面,123.39544,41.79274","长白|汇锦金融中心,123.401896,41.748044",2018/8/8 12:31,2018/8/8 12:55
17592280759718,"123.424856,41.790505","123.42425482856,41.791134982639","123.4033835178,41.802292209201","十一纬路|中国移动(辽宁公司沈阳分公司)南侧,123.42472,41.79051","和平区|北五马路与胜利北街交叉口,123.402826,41.802506",2018/8/8 14:32,2018/8/8 14:47
17592281751200,"123.443693,41.750588","123.45475640191,41.742994791667","123.46661512587,41.748202311198","奥体中心-地铁站,123.453579,41.743061","浑南区|荣兴国际大厦B座,123.46648,41.74797",2018/8/8 14:07,2018/8/8 14:18
17592282871087,"123.411981,41.690496","123.41167802321,41.69017450652","123.43870000784,41.683871969254","中国联通(小石城营业厅装修中),123.41201,41.6902","浑南区|府城铭邸,123.440891,41.680432",2018/8/8 23:19,2018/8/8 23:29
17592283135851,"123.321409,41.750236","123.32308349579,41.748548292163","123.39695233107,41.790734473093","南阳湖|旭辉·璟宸府,123.320491,41.749857","胜利|中国小食品城,123.395983,41.790596",2018/8/8 9:08,2018/8/8 9:53
17592287250900,"123.44819,41.710088","123.44822462116,41.709976519551","123.43864323554,41.68842441839","新络街|沈阳红旗制药有限公司-西南门,123.44837,41.71001","浑南区|尚盈·丽城(北门),123.4417,41.68811",2018/8/8 17:12,2018/8/8 17:25
17592289926788,"123.408947,41.794746","123.40934488932,41.795139702691","123.45376708984,41.797853190104","中山广场|肯德基(南京北街店)对面,123.40932,41.79516","中街|沈阳故宫博物院-售票处,123.454886,41.797729",2018/8/8 9:50,2018/8/8 10:18
17592293810082,"123.404185,41.916634","123.40425925392,41.916669198324","123.39298664551,41.929273074643","奥斯风暴国际健身俱乐部(道义店),123.40509,41.91604","道义|皇家首座,123.393284,41.930461",2018/8/8 20:42,2018/8/8 20:57
17592293834832,"123.534659,42.04945","123.53465964759,42.050929761471","123.51729541409,42.057168005442","新城子|九千顺轮胎修理部,123.534659,42.04945","新城子|海天·新北家园(西南门),123.51731,42.05729",2018/8/8 17:12,2018/8/8 17:20
17592296457652,"123.412472,41.965341","123.39430774508,41.963588370185","123.41597291645,41.894291735824","天马街|加油站,123.39398,41.96329","道义|太湖国际花园(西北门),123.39267,41.93912",2018/8/8 7:53,2018/8/8 8:21
17592297606856,"123.492987,41.807603","123.49317181784,41.808739871412","123.4981526144,41.807526985564","和睦路地坛街-公交站,123.4935,41.80887","大东区东塔街道春晖社区居民委员会,123.49802,41.80778",2018/8/8 10:57,2018/8/8 11:01
17592302975954,"123.385942,41.813413","123.38842633734,41.814453962969","123.32584289494,41.786144929973","沈铁·新光佳园西区-南门,123.38678,41.81487","工人村|好囍会婚礼主题酒店,123.32554,41.78628",2018/8/8 18:14,2018/8/8 18:55
17592306497398,"123.385276,41.737772","123.38485561255,41.738105775127","123.3330306325,41.649762861169","长白街道|晶海大药房(越秀店),123.385276,41.737772","苏家屯区南莹新村西区,123.33206,41.64981",2018/8/8 0:48,2018/8/8 1:15
17592306497398,"123.302624,41.843341","123.30295518663,41.843296169705","123.34773952908,41.802939453125","广业西路|德邦物流(沈阳于洪区红旗台营业部),123.302624,41.843341","卫工|兴隆大都汇,123.345454,41.803887",2018/8/8 20:22,2018/8/8 20:48
17592311246319,"123.397882,41.819816","123.39694517913,41.820038688325","123.34852298556,41.80362611292","华山|汇宝国际花园B区-西门,123.39715,41.81994","卫工|兴隆大都汇,123.345454,41.803887",2018/8/8 10:03,2018/8/8 10:32
17592312304742,"123.455775,41.723171","123.4552198592,41.723356487138","123.46329600047,41.721017276609","新隆街|万科明天广场(西门),123.45543,41.72314","浑南区|辽宁之星汽车维修服务有限公司,123.463814,41.720528",2018/8/8 15:39,2018/8/8 15:44
17592315255021,"123.43783,41.808374","123.4375321018,41.807737000985","123.46418217249,41.80745469933","朱剪炉|建兴幼儿园(惠工街泽工南巷),123.43706,41.807693","大北|乐天虫(德增店),123.463975,41.807192",2018/8/8 8:04,2018/8/8 8:21
17592316758107,"123.450906,41.72146","123.45082602762,41.721698959602","123.43616522986,41.784143517739","高歌路|1528篮球馆,123.45077,41.7216","山东庙|彩电塔夜市,123.43298,41.785203",2018/8/8 21:52,2018/8/8 22:08
17592321628043,"123.437709,41.688899","123.43777171558,41.689005143617","123.45573078068,41.725687135712","白塔三街|信达万科城售楼中心西侧,123.43779,41.68858","陆军总院东门-公交站,123.44271,41.769451",2018/8/8 8:40,2018/8/8 9:06
17592321802954,"123.486659,41.807201","123.488775251,41.809051686365","123.50862303861,41.830779562124","东塔|滂江街-B口东北侧,123.48887,41.80903","东北大马路|万科蓝山,123.50932,41.83104",2018/8/8 0:10,2018/8/8 0:31
17592321983227,"123.399658,41.79792","123.39855297118,41.797264114922","123.4486121379,41.734146699838","胜利雅居旅馆,123.39933,41.79785","浑南区|SR国际新城,123.45007,41.73301",2018/8/8 14:57,2018/8/8 15:34
17592322781689,"123.399969,41.787109","123.40019450982,41.787262035157","123.34883974606,41.747345870562","民主|女王国际俱乐部,123.4002,41.78724","城东湖|碧桂园银河城,123.341626,41.748491",2018/8/8 8:50,2018/8/8 9:24
17592323236315,"123.37064,41.80965","123.37048305367,41.809563626154","123.3312742253,41.750747771036","北二中路|水善汇休闲度假酒店,123.37052,41.80946","城东湖|碧桂园银河城,123.341626,41.748491",2018/8/8 21:14,2018/8/8 21:43
17592323995570,"123.48704,41.83434","123.4873038737,41.83449734158","123.52414876302,41.904620768229","辽宁省沈阳市大东区南卡门路与沈铁路交叉口,123.48704,41.83434","大东区|辽宁万泰汽车零部件有限公司,123.524783,41.904539",2018/8/8 7:16,2018/8/8 7:42
17592327199413,"123.429845,41.809481","123.43141543726,41.808907376725","123.41843842257,41.852814905328","市政府-公交站,123.43157,41.80907","北陵|辽宁广播电视大学,123.417198,41.853829",2018/8/8 13:59,2018/8/8 14:22
17592330253667,"123.44341,41.81695","123.44326990589,41.816782288708","123.41507554905,41.837081425744","麦当劳(家乐福店)南侧,123.44341,41.81695","沈河区|辽宁保监局,123.4305,41.81278",2018/8/8 15:12,2018/8/8 15:50
17592333051171,"123.48076,41.851268","123.48086587333,41.851230959399","123.41954051528,41.941691896755","望花|果乐生鲜副食生活超市(No.18),123.480718,41.851067","沈北新区|亚泰城,123.41964,41.94163",2018/8/8 22:54,2018/8/8 23:08
17592333615522,"123.360786,41.808792","123.36137235554,41.808748753208","123.40551489849,41.852300020702","保工|兴顺海里捞欢乐火锅(北三路店)东南侧,123.36108,41.80878","陵西|天龙池,123.40541,41.85214",2018/8/8 10:44,2018/8/8 11:11
17592336379084,"123.496405,41.827818","123.49775990886,41.828322429052","123.43883329432,41.838797909842","东北大马路|德邻家园-东门,123.49777,41.8284","皇姑区|省政府机关综合办公楼,123.438545,41.838408",2018/8/8 9:21,2018/8/8 9:41
17592338116771,"123.366011,41.792995","123.36663058811,41.792849121094","123.48331325955,41.758946397569","盛世华城-东南二门,123.36661,41.79279","沈河区|东方威尼斯(东2门),123.4832,41.75752",2018/8/8 7:19,2018/8/8 8:08
17592342130594,"123.43815,41.796684","123.43816329509,41.796687353062","123.56544967351,41.792216813419","大西|百家乐超市(迎新店),123.43831,41.7967","浑南区|金地艺境,123.56554,41.79243",2018/8/8 23:08,2018/8/8 23:34
17592342889121,"123.493838,41.763098","123.49389041191,41.763104752667","123.49337217136,41.705355398063","文萃路|聚威阁海鲜饺子,123.49385,41.76312","浑南区|丽水新城,123.495792,41.707842",2018/8/8 22:50,2018/8/8 23:09
17592348401534,"123.525179,41.809546","123.52499104818,41.809578450521","123.47778645833,41.805602756076","良城美景-南一门,123.52556,41.80951","大东区|龙泉洗浴(小东路),123.477856,41.805468",2018/8/8 22:48,2018/8/8 23:06
17592348806748,"123.487073,41.743683","123.48656132392,41.743987712832","123.45607978523,41.654580507667","朗日街|安杰玛国际SPA沈阳(浑南店),123.48721,41.74394","浑南区|锦联新经济产业园,123.458618,41.65486",2018/8/8 12:17,2018/8/8 12:37
17592351808458,"123.430268,41.765651","123.43096327764,41.765482104458","123.40314168024,41.800725487461","文化路|中国银行(沈阳科技商城支行),123.430364,41.765236","和平区|北四马路与昆明北街交叉口,123.40269,41.80038",2018/8/8 14:16,2018/8/8 14:57
17592358234870,"123.418243,41.887517","123.41981746513,41.888110438293","123.35498855221,41.826561995712","陵北街|泽通cng加气站,123.41825,41.88759","皇姑区|亿海阳光1期,123.35634,41.82585",2018/8/8 4:54,2018/8/8 5:13
17592358916654,"123.398889,41.770823","123.39884819878,41.771015353733","123.41101671007,41.807364908854","集贤|沈铁南十小区-西2门(人行门),123.395782,41.772965","西塔街,123.411346,41.808486",2018/8/8 18:15,2018/8/8 18:47
17592360635063,"123.302253,41.773528","123.3021537682,41.773367321143","123.35760035085,41.895517835363","花海路/燕塞湖街(路口)西南侧,123.30215,41.77337","于洪区|融创融公馆,123.355636,41.894634",2018/8/8 10:31,2018/8/8 11:14
17592361024062,"123.521132,41.841135","123.52683659215,41.850132429347","123.5367800725,41.858351432122","齐品达(陶瓷城店),123.52092,41.84092","大东区|沈阳中体奥林匹克花园·花园新城,123.53706,41.85577",2018/8/8 18:51,2018/8/8 18:59
17592361032883,"123.397023,41.802734","123.39724500868,41.80298421224","123.46472222222,41.810641276042","霁虹|机段里铁路小区-南门西南侧,123.39715,41.80277","大北|碧泉宫洗浴,123.4655,41.81122",2018/8/8 1:31,2018/8/8 1:44
17592361425647,"123.412492,41.826052","123.4126155599,41.826163194444","123.35392903646,41.864797634549","黄河|宝岛眼镜(长江店)对面,123.4127,41.82612","于洪区|万科香湖盛景,123.35411,41.8649",2018/8/8 15:46,2018/8/8 16:10
17592362541045,"123.43707,41.802373","123.43719800053,41.802247635729","123.39219942574,41.788787542962","小西|中国太平洋保险(集团)股份有限公司,123.43702,41.80226","胜利|SK汽车客运站,123.39351,41.78974",2018/8/8 14:33,2018/8/8 14:58
17592373086783,"123.320433,41.763402","123.32056538071,41.763531447953","123.3916525635,41.795116746612","南阳湖|天空之城-东门,123.320458,41.763285","胜利|沈阳站,123.39489,41.79457",2018/8/8 3:56,2018/8/8 4:08
17592377876428,"123.427968,41.780388","123.42803733881,41.780555447207","123.33321596153,41.81150551416","文艺路|中国农业银行(沈阳滨河支行)南侧,123.42804,41.78038","七路|龙湖·花千树,123.332726,41.810563",2018/8/8 22:19,2018/8/8 22:54
17592381196151,"123.412535,41.795347","123.41305636936,41.795903320312","123.42487386068,41.77029296875","中山广场|中国医科大学附属第一医院-急诊,123.41337,41.79573","沈阳市和平区文化路小学,123.42507,41.77013",2018/8/8 12:46,2018/8/8 13:15
17592387590524,"123.451773,41.729262","123.45179033072,41.729130634795","123.53055004117,41.690690450805","彩霞街|中国农业银行(沈阳浑南支行营业部),123.4517,41.72901","浑南区|沈阳军诚驾校(南岭村店),123.53098,41.69009",2018/8/8 12:41,2018/8/8 13:01
17592390729479,"123.438654,41.775973","123.43867702908,41.776954752604","123.41237006293,41.789168294271","地王国际花园-西门,123.43874,41.77683","和平区|华利大厦,123.41897,41.79811",2018/8/8 16:49,2018/8/8 17:36
17592395596021,"123.418638,41.794127","123.41861165365,41.794104546441","123.45392957899,41.811843804253","八经|小乾杯串烧总店,123.4186,41.79409","小北手机交易市场,123.4525,41.81431",2018/8/8 22:33,2018/8/8 22:54
17592397348422,"123.452306,41.785367","123.45231232837,41.785385964803","123.48105650263,41.833881664026","五爱市场|深业美博广场,123.45223,41.78546","上园路|沈阳市一一一中学,123.4811,41.83386",2018/8/8 11:20,2018/8/8 11:40
17592400136966,"123.377121,41.820957","123.37524059161,41.82145746494","123.38772597394,41.797511467204","明廉东路|中海·寰宇天下D区-南门,123.37521,41.82142","兴工|名都嘉年华休闲水疗会馆,123.38755,41.79766",2018/8/8 6:21,2018/8/8 6:41
17592400659086,"123.457899,41.707064","123.45775235218,41.707176167009","123.4616173134,41.735659422764","港深路|华新名筑,123.4584,41.7061","浑南区|万达广场(沈阳奥体店),123.459133,41.735312",2018/8/8 19:20,2018/8/8 19:32
17592421712050,"123.427829,41.772875","123.42341866054,41.771956515281","123.42270793665,41.772312014354","文化路|中国医科大学附属盛京医院南湖院区,123.42766,41.772958","中山广场|中国医科大学附属第一医院,123.411361,41.795556",2018/8/8 14:56,2018/8/8 14:56
17592423851229,"123.48937,41.69015","123.48963672842,41.690160696379","123.48151432086,41.727531248349","全运路|SIASUN,123.48937,41.69015","浑南区|文澜苑南区,123.481488,41.726522",2018/8/8 20:00,2018/8/8 20:08
17592444933521,"123.376219,41.794971","123.37469509549,41.795119900174","123.44109646267,41.795335557726","云峰|爵仕观邸-西门,123.37468,41.79505","大西|广发银行(奉天支行),123.44113,41.79528",2018/8/8 8:15,2018/8/8 8:56
17592455100202,"123.466931,41.731742","123.46778628999,41.732233103178","123.41174287886,41.765617724674","天成街|名流印象西区-东门,123.4677,41.73221","文化路|东北大学(西门),123.41204,41.76636",2018/8/8 22:03,2018/8/8 22:19
17592464628591,"123.450358,41.801096","123.45022953693,41.801379110335","123.4742426893,41.807083755554","时尚经典(中街路旗舰店),123.45023,41.80137","津桥|沈阳市第三十五中学-停车场,123.47437,41.80736",2018/8/8 10:24,2018/8/8 10:38
17592465681975,"123.401957,41.78502","123.4025208513,41.784822439297","123.50077948774,41.739915671565","当前位置,123.4023,41.784751","浑南区|正大桃花园,123.50035,41.7398",2018/8/8 12:06,2018/8/8 12:41
17592471872881,"123.442438,41.927768","123.44250450454,41.927940891931","123.4056913832,41.916587837921","沈北路|晨讯科技-西北门,123.44221,41.92789","道义|鲜一烤肉(沈北店),123.40546,41.91645",2018/8/8 20:44,2018/8/8 20:58
17592476166121,"123.472269,41.705143","123.47363704775,41.705130105231","123.44914613317,41.722676170373","双深路|泰奕上园-西北门对面,123.4735,41.70518","浑南区|昂立信息园,123.4489,41.721772",2018/8/8 8:49,2018/8/8 9:03
17592477857871,"123.390317,41.785213","123.39046847873,41.785651855469","123.48290011936,41.808115505642","胜利|中驰国际,123.39058,41.78542","中国工商银行(沈阳珠林支行),123.48215,41.808362",2018/8/8 11:07,2018/8/8 11:51
17592479995762,"123.462365,41.734809","123.46214653863,41.734803873698","123.47031548394,41.823240017361","天坛南街|中信银行(沈阳浑南支行)对面,123.46203,41.73485","北海|吉祥市场,123.47434,41.82115",2018/8/8 2:44,2018/8/8 3:07
17592491493040,"123.430358,41.80247","123.43011551978,41.802442278445","123.43834194312,41.825923973177","二纬路|正兴宾馆(市府店),123.43033,41.8025","辽河住宅小区(东门),123.43815,41.82588",2018/8/8 18:08,2018/8/8 18:26
17592496436454,"123.470832,41.748328","123.47084285246,41.748336471089","123.43962919978,41.805253914058","富民南街|圣言学堂国学幼儿园(金水花城奥运金版北),123.470592,41.748241","朱剪炉|辽宁省沈阳市中级人民法院,123.437411,41.805563",2018/8/8 14:35,2018/8/8 15:09
17592497333076,"123.398848,41.7927","123.39878190997,41.793287293393","123.32800311887,41.827186759334","胜利|潮汇购物中心(中华路店),123.39843,41.79381","七路|北一新村,123.32794,41.82748",2018/8/8 15:02,2018/8/8 15:33
17592497559639,"123.308744,41.783554","123.30866145639,41.784834440771","123.30704807872,41.762754524793","洪湖南街|年记老菜馆,123.30864,41.78351","杨士|鹏程花园,123.308295,41.761434",2018/8/8 21:24,2018/8/8 21:35
17592501049939,"123.517575,41.817937","123.51721191406,41.818375108507","123.43825602214,41.816255425347","中房上东花墅丁香园(1号门),123.51732,41.81839","沈阳北站,123.435969,41.819178",2018/8/8 12:32,2018/8/8 12:51
17592501388575,"123.320921,41.830669","123.32200905419,41.830773208461","123.30560425613,41.792148648185","七路|君悦美景-北门附近,123.32215,41.8309","于洪区|依云首府(东门),123.305298,41.791934",2018/8/8 17:44,2018/8/8 18:12
17592502685195,"123.442196,41.766317","123.44217393663,41.766248372396","123.432421875,41.787214084201","文化路|新天地超市(北文萃路店),123.44211,41.7662","山东庙|东方二十一伊媚网吧,123.43231,41.78728",2018/8/8 22:36,2018/8/8 22:50
17592510058414,"123.455215,41.760736","123.45555651721,41.761068213741","123.43275842562,41.791829250078","南塔|越秀·星汇云锦(北门),123.45518,41.76089","山东庙|青年大街-C口,123.4325,41.791756",2018/8/8 11:05,2018/8/8 11:41
17592520570376,"123.386399,41.745795","123.38522877535,41.746196385002","123.45379628771,41.799389319343","麦当劳(长白西路店)对面,123.38685,41.7455","7天连锁酒店(沈阳中街刘老根大舞台店),123.453613,41.797332",2018/8/8 21:05,2018/8/8 21:39
17592525629113,"123.394644,41.792138","123.39472858143,41.792085108466","123.3851518661,41.745043282722","沈阳站南-公交站路西,123.39478,41.79209","沈阳市和平区行政审批办事大厅,123.38482,41.74454",2018/8/8 13:05,2018/8/8 13:24
17592528311414,"123.498123,41.748389","123.50178444019,41.749308291539","123.43523436113,41.765647823297","望水路|红太阳大药房(长青店),123.50151,41.749097","文化路|华人大酒店,123.43473,41.76552",2018/8/8 9:38,2018/8/8 10:07
17592533231878,"123.496316,41.740727","123.49622895015,41.740911626101","123.44712693692,41.798872383087","朗明街|024朗明居(南门),123.49514,41.74137","中街|怀远门,123.44891,41.79761",2018/8/8 17:02,2018/8/8 17:44
17592547247214,"123.434922,41.758589","123.43526074883,41.758859943439","123.41876184352,41.792236363311","市儿童活动中心-公交站路西,123.43532,41.7588","八经|水世界温泉酒店,123.41853,41.79255",2018/8/8 11:18,2018/8/8 11:45
17592548762372,"123.413386,41.820432","123.41304009964,41.821238818637","123.40719384125,41.854105176799","黄河|碧塘公园-西门,123.41391,41.82059","陵西|锦湖宾馆(长江北街),123.407249,41.854152",2018/8/8 12:54,2018/8/8 13:20
17592551816987,"123.451636,41.845902","123.4517806443,41.846489397414","123.44246412608,41.808308036054","陵东|翰林世家营销中心,123.45184,41.84645","朱剪炉|金叶佳园(东门),123.442211,41.80852",2018/8/8 16:31,2018/8/8 16:55
17592565388213,"123.495222,41.762559","123.49391397834,41.763119704385","123.45102182815,41.81302191489","文萃路|聚威阁海鲜饺子,123.49385,41.76312","沈河区|沈阳房产超级市场,123.45124,41.81307",2018/8/8 9:17,2018/8/8 10:03
17592568487884,"123.227813,41.729049","123.22918003126,41.729417245171","123.21172363946,41.744207234479","铁西区四王浑河十五街澳海澜郡,123.22655,41.72928","辽宁省沈阳市铁西区浑河十九街泰豪沈阳电机有限公司,123.21163,41.74454",2018/8/8 7:55,2018/8/8 8:04
17592575597712,"123.481311,41.808267","123.48125707709,41.808259541743","123.40820464553,41.772073434997","津桥|大东区珠林路第一小学,123.48138,41.80829","南湖公园,123.412756,41.770688",2018/8/8 13:31,2018/8/8 14:04
17592576111142,"123.471017,41.802955","123.47140532043,41.803365447173","123.46287614471,41.781762872964","东中街-A口,123.47143,41.80325","大南|科学家花园(东南2门),123.462689,41.781191",2018/8/8 13:17,2018/8/8 13:39
17592576242397,"123.411784,41.852664","123.41146414496,41.852651092082","123.40988255591,41.863724510878","北陵|北方医院警务室,123.411784,41.852664","黑山|信步中医养生堂,123.410166,41.863815",2018/8/8 14:27,2018/8/8 14:37
17592577198630,"122.84347,41.993942","122.8435156508,41.994614281559","122.8404046865,41.992746385862","东环南街|荣业·中央广场,122.84503,41.99469","新民市|邦一·蓝湾一品(南环西路),122.84195,41.99057",2018/8/8 21:58,2018/8/8 22:03
