1.匿名的用户 ID ,2.使用者的当前位置信息 ,3.使用者的上车位置信息 ,4.使用者的下车位置信息 ,5.使用者的出发地位置信息(订单里面设定的出发地) ,6.结果对象信息 ,7.订单发起时间 ,8.订单结束时间 
858147660475,"123.490162,41.770139","123.48832551784,41.770619732739","123.46248859758,41.771463636801","方南路|金杯汽车备件供应中心-南门,123.48998,41.77046","泉园|南塔客运站,123.461494,41.771491",2018/8/8 9:44,2018/8/8 9:55
858290660029,"123.420533,41.692376","123.42583631727,41.701814778646","123.42583034939,41.701816134983","博文教育(白塔分校),123.42046,41.69211","浑南区|融城时代,123.446707,41.730282",2018/8/8 11:46,2018/8/8 11:47
874466255549,"123.401775,41.791565","123.40175614386,41.791319069685","123.36134979119,41.813325378673","太原街|胜道运动元素,123.401978,41.791284","和平区|御景新世界1岗,123.42245,41.75434",2018/8/8 11:00,2018/8/8 11:35
875129742012,"123.431745,41.82501","123.4320395246,41.824449855461","123.42756818322,41.765771219399","巴山路|中汇广场A座-东南门,123.43133,41.82488","辽宁省沈阳市和平区三好街,123.42682,41.7649",2018/8/8 7:17,2018/8/8 7:47
910700511931,"123.3741,41.802422","123.37461477477,41.801409430405","123.40715389623,41.792665511306","贵和|一顿烧烤(铁西店),123.374478,41.801071","和平区|海润国际A座,123.40687,41.79266",2018/8/8 21:43,2018/8/8 21:54
915969737404,"123.417131,41.792318","123.41718713688,41.792246990942","123.41525673532,41.780317173939","八经|搜浩NO.88,123.41713,41.7921","和平区|奉天商务公馆,123.41531,41.78054",2018/8/8 11:38,2018/8/8 11:55
926725903035,"123.397799,41.795039","123.39875685296,41.795256258889","123.35146926742,41.781678415037","胜利|金山宾馆,123.39865,41.79507","兴顺|金鹏公寓,123.350936,41.781994",2018/8/8 16:11,2018/8/8 16:34
932858307260,"123.437347,41.787679","123.43773444253,41.788418342434","123.47122764435,41.803258287284","风雨坛|雅都苑-北门,123.43783,41.78837","中街|大悦城C座,123.46901,41.80281",2018/8/8 12:26,2018/8/8 12:46
948903150268,"123.304078,41.77469","123.30373908524,41.774620068943","123.22820716738,41.72880054722","洪湖二街|三一新天地-西门,123.30374,41.77462","辽宁省沈阳市铁西区四王浑河十五街澳海澜郡,123.22815,41.72872",2018/8/8 10:37,2018/8/8 10:54
964034437819,"123.400598,41.832637","123.3996342386,41.833876901178","123.52927183247,41.815191093359","辽大校部家属区-西门,123.39959,41.83379","沈河区|保利·香槟国际,123.52936,41.81511",2018/8/8 18:57,2018/8/8 19:26
986454762171,"123.547183,41.775898","123.54824520696,41.773351947132","123.4725435437,41.74550378599","恒大江湾三期-南门,123.5482,41.77334","浑南区|海狮本(奥体店),123.46681,41.74873",2018/8/8 7:41,2018/8/8 8:08
1017875210939,"123.392111,41.797954","123.39176460873,41.798119858234","123.4183466636,41.809102234206","沈阳站西广场-公交站路东,123.39159,41.79791","西塔|豪门KTV(抚顺路店),123.41856,41.80923",2018/8/8 19:37,2018/8/8 19:53
1023432139453,"123.543898,41.743654","123.54577872181,41.744281230053","123.45726102423,41.73025477452","西街|中国科学院沈阳计算技术研究所科技创新园,123.54566,41.74428","东陵区|营盘街-A口,123.45741,41.73049",2018/8/8 15:02,2018/8/8 15:21
1052670436029,"123.490273,41.840108","123.40172613289,41.781420442805","123.49020536092,41.840225252948","和平区南五马路龙生大厦,123.40182,41.78152","二台子|富昌隆大药房,123.489201,41.840428",2018/8/8 11:09,2018/8/8 12:03
1056020038332,"123.412146,41.814107","123.41132555023,41.812835271315","123.4075939105,41.792613133303","三洞桥|金港天府-南门,123.41098,41.81323","太原街|钻石星座C栋,123.40673,41.79342",2018/8/8 7:58,2018/8/8 8:37
1094970376891,"123.531052,41.840891","123.3874824242,41.806729995502","123.40874526658,41.825405941236","霁虹|新湖中国印象-东门,123.38747,41.80652","黄河|紫荆花社区之芳馨园-东门,123.40879,41.82567",2018/8/8 9:21,2018/8/8 9:42
1114541793982,"123.327922,41.802981","123.32808062343,41.802969040334","123.33830497447,41.81195729793","重工|如家养生会馆,123.32792,41.80294","七路|中国建设银行(肇工支行),123.338451,41.811711",2018/8/8 15:35,2018/8/8 15:54
1131636662971,"123.392716,41.796595","123.39189465906,41.798409256449","123.4149916603,41.827401054755","沈阳火车站西广场-西进站口(B)西南侧,123.39192,41.79566","黄河|兴记时尚快捷宾馆(皇姑区店),123.415224,41.827484",2018/8/8 0:12,2018/8/8 0:28
1132155110078,"123.252992,41.739084","123.25313734374,41.739340914632","123.24427893484,41.764994147724","工业大学中央校区东门(公交站),123.25303,41.73933","于洪区|中央大街-A口,123.24328,41.7655",2018/8/8 19:54,2018/8/8 20:02
1165505995452,"123.257857,41.779517","123.2569544246,41.777908481693","123.25675049084,41.765753373098","六号路|沈阳万通汽车学校,123.25689,41.77806","七号街-地铁站,123.26014,41.76524",2018/8/8 17:39,2018/8/8 17:48
1219097068219,"123.421343,41.770473","123.42421083832,41.771795469776","123.44173413974,41.733172633438","文化路|辽宁省计量科学研究院-西门,123.41985,41.77064","浑南区|首创·国际城-西北门,123.44209,41.73295",2018/8/8 11:43,2018/8/8 12:03
1250660582076,"123.266081,41.750982","123.26581128282,41.751263916113","123.15043105204,41.679493542711","沈辽路|全季酒店(张士开发区店),123.26612,41.75095","铁西区|华晨宝马铁西工厂,123.161086,41.680931",2018/8/8 8:12,2018/8/8 8:37
1267237196477,"123.434561,41.818946","123.43640770798,41.817930795733","123.43548609169,41.770882807341","沈阳北站,123.435969,41.819178","文化路|北方传媒大厦,123.43573,41.76845",2018/8/8 11:36,2018/8/8 12:03
1286493246139,"123.422745,41.915248","123.42262909222,41.915273617718","123.49028622937,41.730140620603","道义|中央大学城,123.42383,41.915084","浑南区|沈阳理工大学(北门),123.490003,41.729716",2018/8/8 12:57,2018/8/8 13:40
1288392082109,"123.475059,41.704035","123.47355143229,41.70514702691","123.34955566406,41.659319118924","双深路|泰奕上园-西北门,123.47367,41.70522","临湖|民主小学,123.349354,41.659748",2018/8/8 23:02,2018/8/8 23:36
1317131846332,"123.398638,41.752816","123.40515569409,41.749877386195","123.40516386873,41.749872727069","长白|远洋天地-北门,123.40116,41.75288","兴华|沈辽路万达B组团B4A座,123.35629,41.78264",2018/8/8 21:17,2018/8/8 21:25
1329176056507,"123.386209,41.811342","123.38624186198,41.809250217014","123.41301784939,41.798046061198","新湖明珠城-南门,123.38611,41.80933","中山广场|中国医科大学附属口腔医院(北门),123.4125,41.79824",2018/8/8 8:47,2018/8/8 9:20
1348351107771,"123.385757,41.793714","123.38550889757,41.793876681858","123.4214851888,41.807123209635","兴工|一代天骄名仕汇,123.385629,41.793854","北市|平和苑A座,123.42173,41.80713",2018/8/8 0:04,2018/8/8 0:28
1382908965160,"123.213191,41.748925","123.22515441505,41.765387841199","123.22514562438,41.765408301985","十五号街|轨道学院学生生活服务区,123.212745,41.747673","沈辽路|中南·世纪城,123.25662,41.73933",2018/8/8 15:42,2018/8/8 15:44
1419532769711,"123.355601,41.781216","123.35515299479,41.781068793403","123.36334798177,41.799274088542","皓月快捷宾馆(兴顺夜市工业大学店),123.35542,41.7813","兴顺街18号,123.363,41.79909",2018/8/8 11:22,2018/8/8 11:37
1457457931082,"123.387748,41.874604","123.38732737266,41.873202150356","123.41268967098,41.863781260036","赤山路|沈阳工具标准件制造有限公司东侧,123.38708,41.87317","黑山|武警辽宁省总队医院,123.413894,41.86317",2018/8/8 14:32,2018/8/8 14:43
1480695416508,"123.498761,41.825102","123.49911799622,41.824358626934","123.53176305209,41.835369833416","沈阳东站|万和顺景-南门,123.49902,41.82417","大东区|华晨中华汽车公司-南门,123.531687,41.835486",2018/8/8 8:05,2018/8/8 8:21
1549647614789,"123.396096,41.790781","123.43972072231,41.81701878845","123.39646973436,41.790434521231","沈阳北站|途家盛捷服务公寓(北站鑫汇店),123.439702,41.816937","胜利|温州城A4座住宅-南门,123.39613,41.79072",2018/8/8 15:53,2018/8/8 16:31
1554017619799,"123.406032,41.814091","123.40630581072,41.813459584542","123.40935105943,41.822655264251","三洞桥|沈阳市公安局交警支队皇姑大队,123.40629,41.81351","崇山|辽宁大学文化科技园,123.41202,41.83219",2018/8/8 18:03,2018/8/8 18:19
1564272434869,"123.395978,41.745377","123.39614122179,41.745213758681","123.4188422309,41.773591851128","长白|格林生活坊一期-南门人行门,123.396,41.74517","南湖|辽宁省城乡建设规划设计院,123.4178,41.77295",2018/8/8 8:43,2018/8/8 9:08
1576605393095,"123.352033,41.78434","123.35197075738,41.784220377604","123.4057413737,41.772261284722","兴顺|西部第一考场,123.35209,41.78437","南湖公园-西门,123.40719,41.77169",2018/8/8 20:42,2018/8/8 20:57
1582412469350,"123.399942,41.786977","123.3998266847,41.786794016131","123.39633459183,41.802007179354","民主|太原上都,123.39987,41.78682","霁虹|鑫丰花园,123.39635,41.80172",2018/8/8 17:55,2018/8/8 18:18
1607501355558,"123.464704,41.699716","123.46443512516,41.69990914974","123.42601359163,41.771817485444","沈中大街|中海康城-南门,123.46442,41.69972","文化路|中国医科大学附属盛京医院南湖院区,123.42725,41.77162",2018/8/8 8:19,2018/8/8 9:02
1622514276946,"123.404717,41.830026","123.40547455867,41.831001723193","123.37324682098,41.793309557583","崇山|挑战者蹦床主题公园,123.404403,41.829985","云峰|杏林整形外科医院,123.373205,41.793721",2018/8/8 12:09,2018/8/8 12:44
1645846925169,"123.405491,41.863663","123.40539977698,41.863693127976","123.43678157216,41.818179335371","黑山|叠彩人家北区-南门,123.40558,41.86358","沈阳北站,123.435969,41.819178",2018/8/8 9:42,2018/8/8 10:18
1661256737619,"123.464967,41.83999","123.46591020558,41.839104102668","123.43615407225,41.821081334168","沈阳铁道双瑞餐饮服务有限公司-东南门,123.46596,41.83908","沈阳北站北广场,123.434682,41.821457",2018/8/8 16:08,2018/8/8 16:24
1668952633763,"123.376209,41.873294","123.3760495677,41.873305149323","123.36381417558,41.857323908788","八家子小区-公交站,123.37637,41.87328","白山路|华润橡树湾2期,123.36094,41.85829",2018/8/8 21:58,2018/8/8 22:09
1681066307743,"123.427641,41.772121","123.4279675049,41.772475834421","123.4089307032,41.733742891585","文化路|沈阳市盛京之友眼镜店,123.4278,41.77254","长白|狼人杀会员俱乐部,123.4082,41.73409",2018/8/8 13:46,2018/8/8 14:11
1689744705056,"123.303884,41.772918","123.30391057014,41.772605919298","123.36941936828,41.863696225161","燕塞湖街|巴黎春天西门,123.30401,41.77253","于洪区|中海城瑞士郡,123.36974,41.86379",2018/8/8 17:24,2018/8/8 18:03
1691808114974,"123.43853,41.776325","123.44013013122,41.778349131363","123.43706078913,41.81831656925","地王国际花园-北门,123.44011,41.7782","沈阳北站,123.435969,41.819178",2018/8/8 13:54,2018/8/8 14:29
1719570668441,"123.461609,41.73881","123.46147292628,41.735914672154","123.5012891114,41.752326877293","营盘西街|万达广场(1号门),123.460975,41.735556","浑南区|香堤湾(西北门),123.50214,41.75251",2018/8/8 17:38,2018/8/8 17:55
1720252960224,"123.473545,41.814616","123.47527935779,41.814796233561","123.43706278639,41.81831966432","津桥|大华·水岸福邸北区东门,123.47557,41.81465","沈阳北站,123.435969,41.819178",2018/8/8 14:24,2018/8/8 14:54
1722527920079,"123.405491,41.852366","123.40572837645,41.852381715345","123.3543948758,41.858032038627","陵西|天龙池,123.40538,41.85237","丁香湖|湖畔新城(西区),123.352397,41.858614",2018/8/8 14:55,2018/8/8 15:09
1735881460782,"123.244476,41.76809","123.24514865451,41.767981499566","123.35565999349,41.779499240451","中央大街|沈阳鼓风机集团股份有限公司-东门,123.24518,41.76832","铁西区|家乐福(金牛店),123.359452,41.779976",2018/8/8 18:54,2018/8/8 19:20
1755537481536,"123.462184,41.764471","123.46221771435,41.76403646597","123.47406098348,41.775499604057","文萃路|锦江之星旅馆沈阳南塔店-北门,123.4621,41.76399","泉园一路,123.473656,41.775226",2018/8/8 18:02,2018/8/8 18:18
1763650372682,"123.415105,41.802914","123.41544439968,41.803162353989","123.39669622779,41.794806137298","南京北街|中国民生银行(沈阳分行营业部),123.41544,41.80315","胜利|沈阳站,123.39489,41.79457",2018/8/8 21:29,2018/8/8 21:42
1771776181018,"123.279053,41.845923","123.27872395833,41.844724934896","123.43607421875,41.798108723958","大兴街道|政府小区附近,123.279053,41.845923","市府广场,123.43435,41.80472",2018/8/8 16:59,2018/8/8 17:44
1830421862913,"123.481531,41.831386","123.48168429905,41.831515570747","123.3835281033,41.906232910156","上园路|沈阳市公安局大东分局上园派出所,123.48154,41.83159","道义|万科金域华府-销售中心,123.388688,41.901619",2018/8/8 18:50,2018/8/8 19:32
1831577070641,"123.352965,41.839705","123.35293267144,41.83945827908","123.36092692057,41.798129882813","于洪区|邦承联盟汽车后市场运营中心,123.35277,41.83946","兴顺|建设中路55号,123.36041,41.79826",2018/8/8 20:11,2018/8/8 20:31
1831868374209,"123.391618,41.800184","123.39088851642,41.799874655473","123.37514463331,41.792382017124","霁虹|荣富饭店停车场(入口),123.391229,41.800215","云峰|伯伦时代B座,123.37507,41.79235",2018/8/8 22:07,2018/8/8 22:15
1832350259205,"123.393021,41.91098","123.39415379859,41.909503672545","123.41983859448,41.835057633643","道义|华海·蓝境,123.39316,41.91102","北陵公园-昭陵(东门),123.43891,41.84605",2018/8/8 8:49,2018/8/8 9:34
1860235301173,"123.408887,41.794996","123.40901204897,41.795275217006","123.61808858315,41.843969265042","中山广场|肯德基(南京北街店),123.40912,41.79518","北市|萃兮优客城市奥莱,123.422605,41.805305",2018/8/8 10:34,2018/8/8 11:19
1890452451699,"123.229805,41.76563","123.22982122494,41.765547025219","123.15514034655,41.697121047094","开发大路|十三号街B口,123.22985,41.7655","铁西区|华宸商务宾馆(沈辽西路),123.154823,41.697436",2018/8/8 20:30,2018/8/8 20:48
1900088331655,"123.428415,41.757869","123.42848659939,41.757935384115","123.41432807075,41.932858615451","五里河家园,123.42848,41.757756","道义|荣盛·香缇澜山,123.420287,41.932131",2018/8/8 11:15,2018/8/8 12:01
1900429057189,"123.36731,41.858456","123.36731485619,41.858522799183","123.2868642175,41.761999606421","保利上林湾-北门,123.36738,41.8585","辽宁省沈阳市铁西区昆明湖街道沈辽路金沙美丽都附近,123.29326,41.7623",2018/8/8 12:03,2018/8/8 12:31
1910371587077,"123.358449,41.825531","123.35900324546,41.825237585303","123.35569170621,41.80008198526","明廉路|亿海阳光-北1门对面,123.35738,41.82584","保工街-地铁站,123.35584,41.80039",2018/8/8 8:20,2018/8/8 8:37
1916902906155,"123.49211,41.790887","123.4914825123,41.791258217474","123.46647777385,41.801069042341","长安|香槟蓝湾-西门,123.49156,41.79124","中街|大悦城B区西塔,123.46685,41.80107",2018/8/8 16:53,2018/8/8 17:12
1928949538632,"123.392303,41.800235","123.39224344179,41.800071287946","123.4063877705,41.771232274934","霁虹|瀚都国际北侧,123.39156,41.80041","南湖公园,123.412756,41.770688",2018/8/8 17:36,2018/8/8 18:04
1958138684836,"123.423719,41.812188","123.42431029873,41.812123048733","123.38008133602,41.796087784796","北市|沈阳市和平区人力资源和社会保障局,123.42436,41.81219","胜利|沈阳站-C口,123.396095,41.793392",2018/8/8 10:42,2018/8/8 11:11
1980192201531,"123.280335,41.807194","123.28015219439,41.807146380004","123.30537560574,41.794393368547","沈阳市于洪振兴铸造厂-东南门东北侧,123.28015,41.80699","于洪区|家乐福(于洪广场店),123.304969,41.794967",2018/8/8 13:04,2018/8/8 13:26
1992111304619,"123.356744,41.7206","123.35662865347,41.720459649573","123.43776228444,41.91425417215","民致街|沈阳市第四十五中学附近,123.35662,41.72036","沈北新区|雨润·中央宫园,123.443047,41.918256",2018/8/8 23:12,2018/8/8 23:57
2024354287711,"123.441527,41.725024","123.44160563151,41.72515218099","123.41032199436,41.688427463108","沈营大街|锦园销售中心,123.44179,41.7253","浑南区|小石城梦想小镇,123.412226,41.691214",2018/8/8 15:47,2018/8/8 16:04
2058139536485,"123.491673,41.766033","123.49178032769,41.76610921224","123.49024061415,41.745413140191","长青|东北装饰城家具广场-北门,123.49183,41.76604","浑南区|万科·金域蓝湾,123.49011,41.74541",2018/8/8 17:46,2018/8/8 17:57
2061141877470,"123.328461,41.740742","123.32693781725,41.739645133731","123.24510656905,41.75603831462","城东湖|益格·清水湾69号,123.32514,41.73828","铁西区|优诗美地-东门,123.24446,41.7568",2018/8/8 6:59,2018/8/8 7:21
2066626848721,"123.466605,41.744662","123.46659016927,41.744537217882","123.44115641276,41.730994737413","天成街|勺园饭店(富民南街店),123.46677,41.74479","浑南区|金地·檀郡,123.44113,41.73092",2018/8/8 22:47,2018/8/8 22:59
2076112195286,"123.432253,41.805865","123.45676645098,41.712129320638","123.47572094618,41.728133470936","高科路|沈阳威斯塑胶有限公司,123.456967,41.711834","浑南区|汇水湾,123.476494,41.727514",2018/8/8 16:03,2018/8/8 16:16
2099500487022,"123.557574,41.775101","123.55852994845,41.775837802448","123.3656688568,41.815858547008","格林阳光城-公交站路南,123.55765,41.77521","保工|北京现代沈阳汇众特约销售服务店,123.362144,41.813446",2018/8/8 5:05,2018/8/8 5:40
2153378622039,"123.360664,41.812516","123.35992629667,41.812427501815","123.32431956576,41.792907757781","保工|红太阳大药房(圣工店),123.36,41.81259","铁西区|南十一西路与重工南街交叉口,123.32651,41.79273",2018/8/8 10:51,2018/8/8 11:13
2167926501820,"123.52645,41.816657","123.52564130735,41.81635013726","123.44130197501,41.806662377053","新蔡街|华成汽修,123.52564,41.81627","朱剪炉|OK+全好口腔(奉天店),123.441464,41.806364",2018/8/8 8:11,2018/8/8 8:45
2190152572058,"123.463652,41.8235","123.46351979188,41.8230998475","123.44949712853,41.81717834364","联合路|沈阳市大东区人民法院,123.46344,41.82307","沈河区|辽宁成功金盟律师事务所,123.44954,41.81718",2018/8/8 14:56,2018/8/8 15:05
2196700009565,"123.4975,41.82673","123.49748263889,41.826804470486","123.45913438585,41.745474446615","东北大马路|中国移动(辽宁公司客服中心),123.4975,41.82673","辽宁省沈阳市浑南区浑南三路1-8号同方大厦,123.459634,41.744735",2018/8/8 13:42,2018/8/8 14:16
2207588032848,"123.458377,41.67648","123.45823213963,41.676384212029","123.43455466256,41.715790695377","智慧三街|辽宁省科学技术馆,123.4584,41.67494","浑南区|万科新榆公馆(2号门),123.4337,41.71576",2018/8/8 15:49,2018/8/8 16:08
2229338056663,"123.360725,41.813944","123.36048790914,41.813683054266","123.36318739368,41.858327238325","保工|沈阳宝马世界,123.36049,41.81366","白山路|保利上林湾,123.36325,41.8583",2018/8/8 22:58,2018/8/8 23:12
2257909452542,"123.448338,41.744662","123.44825770907,41.744634715334","123.46672903416,41.747366904842","三义街|浦江东方大厦-东北门,123.44853,41.7447","浑南区|福锅记(浑南店),123.46922,41.74523",2018/8/8 18:10,2018/8/8 18:19
2276441069321,"123.248129,41.743096","123.24838719025,41.742960247326","123.26605972297,41.762146526327","沈辽路|锦江之星(沈阳张士中央大街店)东南侧,123.24843,41.743","铁西区|安斯泰来制药(中国)有限公司,123.26592,41.76211",2018/8/8 11:07,2018/8/8 11:17
2330898206071,"123.393388,41.859294","123.39337139256,41.859990548672","123.41806682452,41.855791040879","怒江北街|五彩上筑-东门,123.39352,41.8599","陵西-地铁站,123.41827,41.85543",2018/8/8 12:40,2018/8/8 12:51
2335341619106,"123.407712,41.7971","123.40768496069,41.797096321067","123.44578750789,41.82879146924","中山广场|维纳斯商务KTV会所,123.40768,41.79705","皇姑区|宁山东路与松花江东街交叉口,123.44302,41.82864",2018/8/8 15:49,2018/8/8 16:14
2335341619106,"123.382306,41.810183","123.38213993242,41.810100794641","123.40770916981,41.79700339282","小北一中路|李晶舞蹈艺术学校(北一路校区),123.38228,41.8102","中山广场|维纳斯商务KTV会所,123.40769,41.79705",2018/8/8 15:19,2018/8/8 15:33
2359302817960,"123.455707,41.679633","123.45633269204,41.679479055824","123.3368690871,41.655701419713","全运三路|中国第十二届运动会沈阳赛区组织委员会,123.45626,41.67957","临湖|香杨路,123.33363,41.65565",2018/8/8 14:52,2018/8/8 15:20
2364805751069,"123.409438,41.745797","123.40742642476,41.74462145105","123.40709733992,41.793838019077","长白|外滩叁号-西门,123.40727,41.74475","长白|华润·幸福里-南门,123.39959,41.74203",2018/8/8 20:28,2018/8/8 20:55
2387484214532,"123.313927,41.799006","123.31234630378,41.799315683955","123.34840243901,41.80357173018","沈阳市于洪区实验幼儿园,123.31241,41.79921","七路|第一城(东1门),123.342951,41.807465",2018/8/8 7:56,2018/8/8 8:13
2465189009631,"123.444626,41.814318","123.4442127768,41.813332475728","123.40982536705,41.81232589576","惠工|月月洗浴城,123.44487,41.81268","三洞桥|沈阔家园-南门,123.40981,41.81224",2018/8/8 18:43,2018/8/8 19:00
2484239737299,"123.406439,41.91648","123.40657505044,41.916604488265","123.58533094564,41.95512319791","道义|华夏银行(沈北支行),123.40652,41.91661","沈北新区|沈阳双汇食品有限公司,123.586176,41.955835",2018/8/8 22:34,2018/8/8 22:53
2505016938803,"123.461734,41.767974","123.4597964323,41.767265812087","123.45578651544,41.74656850276","南塔|天意旅社,123.45994,41.7673","浑南区|保利达江湾城,123.45565,41.74659",2018/8/8 18:48,2018/8/8 19:03
2505720400943,"123.363744,41.764689","123.36384235911,41.764078646421","123.34427471217,41.751344981152","城东湖|紫郡城西区-北门,123.36407,41.76412","城东湖|永辉超市(汪河路店),123.34477,41.75144",2018/8/8 11:48,2018/8/8 12:01
2532641347025,"123.398491,41.786702","123.39936397718,41.786810692577","123.44983088427,41.80137569406","民主|中冶·凯悦名都,123.39907,41.78719","中街|亚玛达电器(沈阳店),123.449577,41.800878",2018/8/8 22:42,2018/8/8 23:02
2569353039685,"123.432599,41.78013","123.43263373481,41.779861382378","123.41278944227,41.814673936632","山东庙|万家康大药房(春河里店),123.432385,41.780035","皇姑区|HELEN'S西餐吧(沈阳西塔店),123.4129,41.81483",2018/8/8 19:35,2018/8/8 20:07
2586866157374,"123.39073,41.808271","123.39050925482,41.808312427681","123.41027301322,41.805529063188","新湖北国之春南-公交站,123.39051,41.80836","西塔朝鲜族小学,123.40843,41.80607",2018/8/8 9:52,2018/8/8 10:09
2588636096571,"123.344086,41.790335","123.34361822558,41.789313330336","123.38213738146,41.788219010242","保工|富海云天-西门,123.34368,41.78931","建设大路兴工街-公交站,123.38147,41.78952",2018/8/8 14:14,2018/8/8 14:37
2601514897921,"123.449108,41.745397","123.44930309763,41.744164532688","123.4533510388,41.744030184808","浑河堡|天泊圣汇城市休闲度假酒店,123.45006,41.743315","东陵区|奥体中心-A口,123.454531,41.742848",2018/8/8 7:43,2018/8/8 7:50
2609774600655,"123.51243,41.746458","123.51279699634,41.746215177037","123.55350937976,41.772787758801","浑南东路|沈阳建筑大学(北门),123.513024,41.745956","浑南区|其仕盛和祥北门,123.55389,41.7769",2018/8/8 21:10,2018/8/8 21:22
2620804501876,"123.477874,41.838516","123.4775241428,41.838486328125","123.47404622396,41.812374674479","望花|交通银行(北海支行),123.4776,41.83852","津桥|淘气堡幼稚园,123.47367,41.81255",2018/8/8 15:22,2018/8/8 15:39
2623711742567,"123.37233,41.789547","123.37206587709,41.789799026589","123.36808757639,41.81679108844","安工街与小六路交叉口,123.37224,41.78977","保工|梦想之约,123.367968,41.817597",2018/8/8 18:52,2018/8/8 19:13
2635372438717,"123.509357,41.751273","123.50940629148,41.751323795581","123.46858150741,41.735953898733","文乐街|立同超市,123.50941,41.75124","浑南区|南奥国际,123.46853,41.73607",2018/8/8 7:13,2018/8/8 7:26
2675232414652,"123.391397,41.730152","123.39151016606,41.730110165132","123.42974656192,41.761100211602","新加坡城-公交站路东,123.39136,41.73035","五里河茶城,123.430028,41.760899",2018/8/8 17:36,2018/8/8 18:05
2693417603105,"123.242319,41.744956","123.24214560556,41.744836120029","123.15259225608,41.696544389944","西十号街与十四号路交叉口,123.24212,41.74485","铁西区|小潘联营商场,123.15272,41.69654",2018/8/8 22:03,2018/8/8 22:19
2700081895382,"123.462399,41.792993","123.46240034838,41.793077794688","123.4956056217,41.751164673713","南顺城路|朝阳一校,123.46247,41.79311","浑南区|华润·奉天九里营销中心,123.50004,41.74826",2018/8/8 2:42,2018/8/8 2:59
2765869360088,"123.358881,41.803639","123.35869981554,41.803618706597","123.34309488932,41.771617838542","维康大药房(保工北街店),123.35854,41.80337","路官|阳光棕榈园,123.34411,41.77129",2018/8/8 16:46,2018/8/8 17:05
2787614535459,"123.422571,41.802637","123.42256817935,41.802718121647","123.48788270014,41.771452046067","八一公园西-公交站路西,123.42251,41.80254","沈河区|鑫淼洗浴(江东街),123.48772,41.77177",2018/8/8 8:31,2018/8/8 9:06
2796063759941,"123.168758,41.770726","123.16887478299,41.77287109375","123.20236735026,41.709290093316","辽宁省沈阳市于洪区沙岭街道中沃产业园,123.168758,41.770726","铁西区|施尔奇汽车系统(沈阳)有限公司,123.2029,41.71165",2018/8/8 7:55,2018/8/8 8:19
2800326093221,"123.395713,41.794845","123.39694798388,41.794749082239","123.43001772413,41.829331791682","胜利|德克士(沈阳站店)对面,123.39673,41.79472","崇山|辽宁省国土资源厅,123.430264,41.829208",2018/8/8 14:58,2018/8/8 15:23
2813358904958,"123.41374,41.735241","123.41472983261,41.734854638236","123.39774048911,41.738566538121","长白|富海澜湾半岛-北门,123.4158,41.73436","怪剪(长白旗舰店),123.39761,41.73883",2018/8/8 18:44,2018/8/8 18:59
2836316494645,"123.376391,41.812664","123.37655807053,41.812564102875","123.37310278342,41.817351412459","景星北街|双盛兴生鲜超市(景星店),123.37647,41.81263","皇姑区|中海·寰宇天下天朗,123.37529,41.8213",2018/8/8 18:28,2018/8/8 18:46
2861810781714,"123.45508,41.831346","123.45490751924,41.831461645461","123.40331169937,41.852282939472","玉环花苑-南门,123.45497,41.83148","怒江北街|紫晖苑,123.40325,41.85171",2018/8/8 22:46,2018/8/8 23:01
2878713440972,"123.377266,41.792507","123.37722439415,41.792513534111","123.37871347397,41.806087293726","格林豪泰酒店(云峰街店)对面,123.37735,41.79245","铁西区|宜家家居(沈阳商场),123.37926,41.80746",2018/8/8 8:48,2018/8/8 9:00
2891898488361,"123.38206,41.789636","123.3821472897,41.789635302849","123.38785277547,41.678918354597","兴工|凯旋门-东门,123.38375,41.79032","苏家屯区|华府丹郡-南门,123.39065,41.67653",2018/8/8 15:54,2018/8/8 16:34
2915998379088,"123.452281,41.785649","123.45215211022,41.78536579235","123.46052292181,41.801167725401","五爱市场|深业美博广场,123.45223,41.78546","中街|大悦城A区,123.467671,41.802903",2018/8/8 14:04,2018/8/8 14:27
2919846783194,"123.439694,41.686893","123.44187421932,41.688329679631","123.48586361529,41.682132976091","尚盈丽城-公交站,123.4417,41.68822","浑南区|全运一东路与桃仙四街交叉口,123.48597,41.68234",2018/8/8 7:45,2018/8/8 8:08
2937601069308,"123.433641,41.812533","123.43299500918,41.811270290173","123.39272600987,41.773618107147","哈尔滨路|华府酒店,123.43298,41.81128","和平区|辽宁移动行政中心,123.39362,41.77269",2018/8/8 10:56,2018/8/8 11:27
2938591774135,"123.417008,41.875394","123.38352437986,41.895718424857","123.41488585376,41.890706525293","青城北路|东福康大药房(皇姑店),123.38346,41.89574","于洪区|红星欧丽洛雅环球家居博览中心停车场-出入口,123.41455,41.89108",2018/8/8 7:53,2018/8/8 8:04
2947116372544,"123.41284,41.869178","123.41240395926,41.869415730375","123.40582164747,41.880842784003","黑山|泰川炭火烤肉松山路店东侧,123.41349,41.86941","于洪区|文欣澜庭(北门),123.40723,41.88203",2018/8/8 19:47,2018/8/8 19:59
2950692806533,"123.2352,41.736761","123.23373098098,41.734558372003","123.27172442342,41.755176333191","南渠岸路/沈辽路(路口)西南侧,123.23533,41.73658","沈辽路|家宁花园,123.27167,41.75521",2018/8/8 14:42,2018/8/8 14:53
